Gene_id,CTRL1,CTRL2,CTRL3,EVE1,EVE2,EVE3,description
TC006889,3,1,4,2,2,3,None
TC001595,0,0,0,0,0,0,None
TC011573,30,25,34,29,32,62,None
TC011572,0,0,0,1,1,1,None
TC011571,86,84,94,81,110,165,Trehalase-like Protein 
TC031918,51,46,48,44,38,69,None
TC011568,23,25,16,14,17,30,None
TC031015,1,0,3,2,2,1,None
TC006887,2,2,3,8,1,9,None
TC033290,61,85,78,86,84,105,None
TC033291,15,19,12,15,11,10,None
TC033292,0,3,0,0,0,0,None
TC006884,0,0,0,1,0,1,None
TC006883,10,15,12,11,4,9,None
TC006882,731,916,767,912,644,821,None
TC006880,3,3,7,4,4,3,None
TC006888,427,448,442,558,494,360,None
TC031173,0,0,0,0,0,0,None
TC001992,0,0,0,0,0,1,None
TC001993,0,0,0,0,0,0,None
TC001991,0,0,0,0,0,0,None
TC001990,38,49,52,32,34,44,Retrovirus-related Pol polyprotein from transposon opus-like Protein 
TC001989,5,4,6,8,9,2,None
TC031784,13,12,12,12,9,10,None
TC001987,12,18,15,16,12,6,None
TC031785,84,57,61,74,64,90,None
TC031786,89,68,67,70,59,86,None
TC004247,0,0,0,0,0,0,None
TC001386,0,1,0,0,1,1,None
TC031171,1,0,2,0,0,1,RNA-directed DNA polymerase from mobile element jockey-like Protein 
TC031937,0,1,1,0,0,1,None
TC005106,16,12,18,10,14,10,None
TC034207,233,373,302,275,214,274,None
TC005107,2377,2718,2536,2521,2362,2606,None
TC032282,130,94,98,98,86,63,None
TC034946,54,94,68,64,64,90,None
TC032693,75,112,92,84,67,129,None
TC032692,1,2,2,2,3,3,Ankyrin repeat and KH domain-containing protein mask-like Protein 
TC034947,66,98,57,35,39,32,None
TC000013,77,89,71,117,77,124,None
TC032690,703,1102,848,927,682,761,Ankyrin repeat and KH domain-containing protein mask-like Protein 
TC010606,0,0,0,0,0,0,None
TC031321,66,90,73,759,165,134,Retrovirus-related Pol polyprotein from type-2 retrotransposable element R2DM-like Protein 
TC002036,1,0,0,0,1,2,None
TC005142,31,23,10,34,14,30,None
TC001483,5,9,8,6,7,5,None
TC016257,0,0,0,0,0,0,None
TC034948,1,2,2,1,1,9,None
TC015964,938,920,788,885,794,1240,None
TC031220,7,14,8,9,5,10,None
TC015965,44,47,42,32,29,41,None
TC031301,1,0,2,1,0,0,None
TC004982,2,0,0,1,0,0,None
TC006965,302,203,275,84,114,62,Retrovirus-related Pol polyprotein from transposon 412-like Protein 
TC034949,132,106,225,171,248,256,None
TC016388,70,58,44,52,56,67,None
TC032964,1,1,1,2,3,5,None
TC031601,41,34,36,45,52,78,None
TC001402,5,7,3,6,2,9,None
TC006912,0,0,0,0,0,0,None
TC006913,0,0,0,1,0,1,None
TC031172,3,0,0,2,3,2,None
TC034950,580,549,538,570,659,660,Low-density lipoprotein receptor-related protein 2-like protein 
TC004262,553,545,511,644,524,458,None
TC002377,0,0,1,2,3,1,Importin-4-like Protein 
TC031008,0,0,1,0,0,0,None
TC004413,19,22,23,24,13,18,None
TC002168,47,36,53,68,42,57,None
TC001682,5995,6357,6185,6910,6530,7163,Protein pelota homolog 
TC001681,5703,6190,6265,7120,6751,7502,None
TC030933,16,26,29,11,14,21,None
TC015877,4,3,1,1,3,0,None
TC030974,13,29,22,21,19,23,None
TC016100,30,36,27,15,20,12,None
TC006957,0,3,2,1,1,1,None
TC031167,1,1,1,0,3,2,None
TC016302,0,0,0,0,0,0,None
TC016049,733,668,526,357,350,417,None
TC031650,75642,80849,74070,38950,32957,33591,None
TC031653,356,284,343,350,265,270,None
TC031654,6,11,5,8,10,11,None
TC031296,8,1,3,3,3,7,None
TC031295,11,4,4,7,6,10,None
TC031599,72,53,72,39,53,37,Proteasome subunit beta type-6-like Protein 
TC016142,98,104,90,51,80,123,None
TC010716,2,0,0,0,0,0,None
TC008558,5,7,6,9,8,4,Putative 115 kDa protein in type-1 retrotransposable element R1DM-like Protein 
TC001477,5483,5486,5620,5885,5554,6194,None
TC001478,656,642,671,781,677,655,None
TC011555,36,19,24,10,12,22,None
TC011556,6708,6830,6844,7531,7872,8550,Defective in cullin neddylation protein 
TC011566,5386,5290,5521,5833,5804,5901,None
TC011557,5086,4798,5082,5014,4604,5123,SCY1-like protein 2 
TC011565,4165,4406,4681,4711,4666,4672,Aminoacyl tRNA synthase complex-interacting multifunctional protein 1-like Protein 
TC011564,847,706,762,833,789,625,None
TC011558,9974,9738,9785,10413,10442,9576,None
TC011559,12869,12350,12502,14588,16903,18983,Tumor protein p73-like Protein 
TC011560,2802,2993,3183,3169,2788,2898,None
TC030101,5,2,3,3,1,10,AKH like peptide 
TC031431,973,955,1060,1075,1025,1081,RING finger protein 37-like Protein 
TC011563,1964,2155,2326,2531,2219,2363,tRNA (guanine(37)-N1)-methyltransferase 
TC011562,3689,3738,3860,3770,3770,3878,None
TC032982,34,23,27,29,25,23,None
TC005147,3,3,1,2,2,0,None
TC005144,4,3,4,3,2,3,None
TC006897,49,55,50,52,77,81,None
TC031729,12,4,10,9,12,14,None
TC005110,14,13,13,11,7,28,None
TC002025,2,3,0,0,0,0,None
TC006925,0,0,0,0,0,0,None
TC031596,16,27,21,19,17,28,None
TC016005,973,981,1064,1224,1156,1413,None
TC002041,14,11,11,6,20,18,None
TC031666,78,73,71,73,58,88,None
TC010250,22,17,19,23,13,14,None
TC010249,2,1,1,0,0,1,None
TC010248,35,55,43,35,32,33,None
TC010247,26,24,22,21,31,27,None
TC010246,33,19,33,23,30,29,None
TC010245,144,145,178,99,127,149,Cytochrome P450 6BR3 
TC010244,1,2,7,3,4,3,Cytochrome P450 6BR2 
TC010251,4,8,10,9,8,8,Cytochrome P450 6BR1 
TC031667,514,465,534,520,521,352,Cytochrome P450 6a2-like Protein 
TC010240,485,343,374,517,378,371,None
TC010239,361,265,265,199,282,275,Cytochrome P450 6BK7 
TC010238,260,265,268,208,223,254,Cytochrome P450 6BK6 
TC010252,98,69,110,97,123,60,Cytochrome P450 6BK5 
TC010253,23,16,22,26,33,20,Cytochrome P450 6BK4 
TC010254,14,16,18,19,24,40,Cytochrome P450 6BK3 
TC010255,10,9,5,24,14,11,Cytochrome P450 6BK2 
TC031668,624,548,547,628,608,527,Cytochrome P450 6a2-like Protein 
TC010237,43,39,29,52,26,49,Cytochrome P450 6BP1 
TC010258,0,0,0,0,0,0,None
TC010259,8,5,7,8,11,9,None
TC031260,0,1,3,1,4,2,None
TC033295,33,35,31,20,12,29,None
TC031651,0,0,0,0,0,1,None
TC005055,3,6,2,5,3,3,None
TC034951,876,1319,1385,1384,1533,1891,Histone H4 
TC015874,387,455,432,471,335,336,Histone H2A 
TC005274,1251,1562,1291,964,1005,1053,None
TC031841,1706,2057,1875,1117,1502,1516,None
TC004183,0,0,1,0,0,1,None
TC034952,841,896,939,761,887,819,None
TC016406,1,1,0,0,0,1,None
TC016407,3,3,4,6,6,4,None
TC016408,3,4,0,2,3,2,None
TC016405,1,0,1,1,1,0,None
TC016404,0,1,0,0,2,0,None
TC031656,0,1,0,2,0,0,Transposable element Tcb1 transposase-like Protein 
TC016410,1,0,0,0,2,0,None
TC031079,0,1,0,0,1,0,None
TC016411,3,7,8,2,5,4,None
TC034953,68,44,50,49,51,26,None
TC016412,9,12,11,7,9,8,None
TC016413,49,38,38,32,33,50,None
TC034954,45,42,34,56,53,58,None
TC031659,338,302,325,369,279,310,None
TC016403,139,130,142,225,125,132,None
TC016402,22,19,13,25,26,19,None
TC016401,1255,1217,1334,1522,1196,1361,None
TC031660,204,205,154,187,135,199,"Glutamate receptor ionotropic, delta-1-like Protein "
TC016414,239,210,205,262,355,379,Acyl-CoA Delta(11) desaturase-like Protein 
TC016415,171,171,193,204,438,535,None
TC016399,37,43,59,78,76,93,Acyl-CoA desaturase-like Protein 
TC034955,504,514,495,597,515,563,None
TC034956,6107,9943,6680,54147,12185,14348,None
ENSRNA022724034,44,47,38,102,65,46,Eukaryotic large subunit ribosomal RNA
TC010574,1,1,2,5,2,0,None
TC031781,25,32,18,28,30,35,None
TC010310,26,12,14,21,26,24,None
TC010311,5,4,2,1,2,5,None
TC010308,4,7,1,2,5,6,None
TC010312,1,1,1,0,0,0,None
TC010313,1,1,1,1,3,0,None
TC010314,5,4,3,3,8,3,None
TC010307,0,3,4,2,5,0,None
TC015873,2,4,5,2,2,2,None
TC033902,65,43,56,56,63,68,None
TC001587,3,7,5,4,4,6,None
TC034957,1838,2272,1924,1834,1579,1952,None
TC030976,10,9,7,16,4,11,None
TC004035,7,6,5,3,5,8,Putative 115 kDa protein in type-1 retrotransposable element R1DM-like Protein 
TC006900,3114,3049,3327,3746,3619,3685,60S ribosome subunit biogenesis protein NIP7 homolog 
TC006901,4700,4958,5052,5713,5234,5690,None
TC004354,0,2,1,0,2,1,None
TC016169,0,0,0,0,0,2,None
TC031921,54,32,38,47,30,63,None
TC001471,10,18,12,3,4,4,None
TC031862,27,8,11,16,22,14,None
TC002106,0,0,0,0,0,0,None
TC031221,0,0,0,0,0,0,None
ENSRNA022723942,0,0,1,3,0,0,Eukaryotic small subunit ribosomal RNA
ENSRNA022723951,0,1,0,1,0,0,Eukaryotic small subunit ribosomal RNA
TC002104,17,13,24,21,13,14,None
TC002103,115,96,70,97,138,77,None
TC012982,6,7,2,3,1,1,None
TC001598,61,40,56,43,49,58,None
TC031889,66,84,54,80,56,86,None
TC031933,38,26,24,32,36,56,Retrovirus-related Pol polyprotein from transposon TNT 1-94-like Protein 
TC001425,21,28,20,30,41,44,None
TC031934,263,274,243,294,366,440,Retrovirus-related Pol polyprotein from transposon opus-like Protein 
TC001422,4,3,2,3,5,2,None
TC016303,727,794,780,763,630,614,Flavin-containing monooxygenase 
TC016304,3505,3567,3644,4451,4162,4388,None
TC031826,4,6,5,10,7,7,None
TC005027,35,39,30,56,34,44,None
TC032709,3847,5647,4008,2701,2585,3110,None
TC010633,9,10,7,8,8,9,None
TC010632,7,8,7,11,13,8,None
TC010631,9,6,6,5,8,5,None
TC010630,0,2,2,1,0,2,None
TC010629,36,22,22,25,29,38,None
TC010628,1,0,2,0,1,0,None
TC031913,296,409,394,2914,670,514,Retrovirus-related Pol polyprotein from type-2 retrotransposable element R2DM-like Protein 
TC031914,2053,2445,2187,14828,5907,5700,Retrovirus-related Pol polyprotein from type-1 retrotransposable element R2-like Protein 
TC033900,2101,2048,2141,1714,1753,1891,None
TC002167,7,11,10,9,10,17,None
TC010997,718,701,884,845,1194,525,Organic cation transporter protein-like Protein 
TC010995,1021,1026,863,1197,810,670,Major facilitator superfamily domain-containing protein 8-like Protein 
TC031946,28,18,29,28,61,25,None
TC031947,16,20,23,22,35,24,None
TC016397,4,6,1,5,4,6,None
TC005140,0,0,1,0,0,0,None
TC031324,10,11,15,8,11,12,None
TC005300,0,0,0,0,0,0,None
TC032710,241,266,301,54,106,66,Serine proteinase stubble-like Protein 
TC001907,5857,6463,5874,7150,6043,6136,Rho GTPase-activating protein 26-like Protein 
TC034958,0,0,0,0,0,0,None
TC006962,3,3,2,1,3,5,None
TC011591,0,0,0,0,1,0,None
TC004089,0,0,0,0,1,0,None
TC030978,63,83,75,92,71,71,None
TC034959,6,6,8,11,7,13,None
TC031876,3,16,7,11,10,22,None
TC012976,24,45,25,25,22,32,None
TC030122,7,6,3,5,15,12,Gustatory receptor 
TC004184,231,248,231,242,243,244,None
TC004185,71,76,89,60,84,82,None
TC004186,8,5,14,4,13,7,None
TC030401,0,1,2,3,2,2,Odorant receptor 264 
TC012988,0,0,0,0,0,0,None
TC001481,2,2,7,5,8,26,None
TC032978,57,96,86,94,98,157,None
TC001951,3,1,3,2,2,4,None
TC010299,9,20,13,23,5,18,None
TC016145,0,0,0,0,0,0,None
TC004203,4,2,2,2,4,6,None
TC004202,0,0,0,0,0,0,None
TC004201,121,91,82,86,104,137,None
TC004204,13,19,10,12,11,13,None
TC004205,0,0,0,0,0,0,None
TC034960,47,42,37,36,41,69,None
TC004207,6,10,4,6,8,4,None
TC004200,63,54,69,72,56,112,None
TC004199,42,30,36,42,31,37,None
TC031712,21,13,20,19,28,27,None
TC031713,513,531,515,427,380,500,None
TC031714,411,334,405,392,319,669,None
TC031715,9477,10355,9052,4790,5011,4651,None
TC004193,3258,3328,2941,2031,1425,1589,None
TC031087,6,4,5,3,6,9,Putative RNA-directed DNA polymerase from transposon BS-like Protein 
TC004191,2,1,1,5,2,4,None
TC034961,169,109,143,123,109,164,Transposable element P transposase-like protein 
TC030918,0,0,0,0,0,0,None
TC015876,0,0,0,0,0,2,None
TC034502,9,15,7,6,20,13,None
TC011505,42,71,62,55,41,49,None
TC006906,2942,3315,3456,2444,2847,2953,None
TC031944,199,250,215,195,186,160,None
TC033294,43,46,39,60,41,77,None
TC005276,2903,2946,2687,2427,2250,2531,None
TC016416,1,0,0,0,0,0,None
TC010604,254,305,274,326,351,349,None
TC031920,123,171,144,176,170,165,None
TC006899,6,9,1,3,5,6,None
TC031258,0,1,0,2,1,0,None
TC008559,0,0,0,0,0,0,Histone H2A 
TC002329,30,31,26,24,15,25,None
TC010304,270,227,192,214,190,159,None
TC034962,0,0,0,0,0,1,None
TC034963,0,0,0,0,0,0,None
TC034964,15,9,10,14,7,11,None
TC012986,0,0,0,1,3,1,None
TC005077,1,0,0,0,0,0,None
TC032704,370,353,356,342,291,317,None
ENSRNA022724211,0,0,0,0,0,0,Eukaryotic small subunit ribosomal RNA
ENSRNA022724207,0,0,0,0,0,0,Eukaryotic small subunit ribosomal RNA
TC034965,7638,9935,7568,41094,14919,18562,None
TC030923,0,0,4,2,1,2,Putative RNA-directed DNA polymerase from transposon BS-like Protein 
TC030947,0,0,1,0,0,0,None
TC002042,0,3,2,0,0,0,None
TC004983,8953,9552,9342,8938,9178,9192,None
TC031905,143,138,131,130,82,124,Protein spaetzle-like Protein 
TC034966,45124,50712,50956,58870,54989,64164,None
TC031906,423537,490264,527415,740951,588573,657042,None
TC034967,132,111,129,108,196,120,None
TC031769,192,188,194,185,193,228,None
TC034968,2,0,4,0,0,4,None
TC016331,1710,1313,1607,1118,1743,2111,Moesin/ezrin/radixin homolog 1-like Protein 
TC006855,18,20,18,32,20,33,None
TC006854,32,34,34,39,37,57,None
TC006853,9194,9709,9520,8176,9159,8130,None
TC006852,3,5,7,1,1,4,None
TC006856,1774,1917,1972,1583,1274,1612,None
TC006857,10645,10949,10549,11190,11652,11926,None
TC006851,3339,3521,3448,3536,3359,3290,None
TC006858,984,1041,1026,902,914,827,Palmitoyltransferase 
TC006850,2705,2824,3037,2548,2388,2016,None
TC006849,6572,7156,7439,7822,8217,8927,None
TC031949,164,159,136,164,159,162,None
TC005297,106,92,74,88,104,92,Putative 115 kDa protein in type-1 retrotransposable element R1DM-like Protein 
TC005296,13,8,14,14,14,15,None
TC000146,23,6,11,3,16,14,None
TC031740,0,0,0,0,0,0,None
TC031741,0,0,0,0,0,0,None
TC002162,984,1032,996,1179,984,928,SEC14-like protein 3 
TC031742,456,400,548,712,910,1028,Armadillo repeat-containing protein 4-like Protein 
TC031743,2334,2266,2333,2650,2385,2548,Thioredoxin domain-containing protein 17-like Protein 
TC031744,84,66,68,82,68,52,None
TC031745,151,134,125,137,137,88,None
TC002164,6548,6432,6061,5796,4992,4775,Protein fem-1 homolog CG6966-like Protein 
TC030942,21479,21506,22824,23584,23891,23446,Stress-induced-phosphoprotein 1-like Protein 
TC002000,486,539,498,523,462,539,None
TC002001,50,42,51,65,62,62,None
TC002002,529,461,479,576,583,680,None
TC001998,6,7,7,7,9,11,None
TC002003,5457,5281,4980,5058,6315,6182,Cactus 
TC031746,8,16,11,12,14,8,None
TC031747,1176,1092,1259,1166,1146,1223,Low molecular weight phosphotyrosine protein phosphatase 2-like Protein 
TC001997,1544,1587,1713,1858,1716,1813,None
TC030184,0,3,1,0,3,1,Gustatory receptor 
TC001995,0,0,0,3,1,2,None
TC030182,2,2,1,0,1,4,Gustatory receptor 
TC031748,4202,4571,4063,3784,4437,4549,Translational activator GCN1-like Protein 
TC001994,70,75,54,43,50,58,None
TC000020,1613,1667,1612,1494,1648,1771,None
TC030939,1,0,0,2,2,0,None
TC004082,0,1,0,0,1,3,None
TC004084,28,20,21,25,25,24,Serine protease P43 
TC004081,2,0,2,2,0,0,None
TC004080,1337,1455,1416,1349,1418,1830,None
TC031871,1,0,3,0,3,7,None
TC031224,38,43,42,40,45,55,Lipase 
TC035054,209,230,236,356,264,112,Lipase 1-like Protein 
TC005141,35,24,22,15,25,41,Fatty acyl-CoA reductase 
TC015966,19,14,18,16,12,14,None
TC030967,0,0,1,0,1,0,None
TC006967,70,82,57,58,81,127,None
TC006966,0,0,0,0,0,0,None
TC031626,9,12,14,8,7,14,None
TC004077,1,1,5,0,4,5,None
TC002387,0,0,0,0,0,0,None
TC001792,55,56,47,52,40,42,None
TC001793,933,885,813,765,600,663,None
TC031345,21,26,17,12,24,28,None
TC001794,35,29,28,29,34,34,None
TC001795,235,214,247,166,106,114,None
TC001789,181,95,125,84,112,96,None
TC001788,25,26,26,23,21,22,None
TC001800,12,6,4,9,3,4,None
TC001787,11,10,7,8,3,9,None
TC001801,19,11,14,9,11,9,None
TC031347,12,46,11,16,17,33,None
TC031307,155,168,124,176,157,269,Putative multidrug resistance-associated protein lethal(2)03659-like Protein 
TC001802,0,0,1,0,0,0,None
TC034969,152,211,188,197,166,190,None
TC010480,0,0,2,1,1,3,None
TC010481,11,2,3,3,3,8,None
TC010482,149,142,155,134,166,145,GABA-gated anion channel splice variant 3b6b 
TC032633,28,28,26,40,29,22,None
TC034970,0,0,0,0,0,0,None
TC010479,1305,1252,1453,1254,1791,1064,Acetyl-coenzyme A synthetase 
TC010478,3039,3179,2960,3961,3407,3657,"Glycine cleavage system H protein, mitochondrial-like Protein "
TC010483,660,718,790,727,632,557,None
TC010477,4546,5092,4698,4949,4387,5031,None
TC034971,0,0,0,0,0,0,None
TC010484,14,17,17,11,22,29,None
TC030395,0,2,1,0,1,5,Odorant receptor 242 
TC030396,0,1,0,0,0,1,Odorant receptor 243 
TC010476,22,29,34,26,36,33,None
TC030397,0,3,1,0,0,2,Odorant receptor 244 
TC032632,2014,2083,2074,2870,2080,2223,None
TC010475,4588,4545,4629,4853,4450,4139,None
TC010474,488,487,465,374,328,346,None
TC010485,7067,7180,7404,7975,7277,7990,Cleavage and polyadenylation specificity factor subunit 5-like Protein 
TC010473,223,286,232,359,286,276,None
TC010472,6499,6711,7160,7108,6696,7488,Putative small nuclear ribonucleoprotein Sm D1-like Protein 
TC010486,0,0,0,0,0,0,None
TC034972,5,5,5,8,7,3,None
TC010487,0,0,0,1,0,1,None
TC005079,1809,2203,1872,2148,1740,2765,Retrovirus-related Pol polyprotein from transposon gypsy-like Protein 
TC005045,232,236,255,261,198,235,None
TC034973,0,0,0,0,0,0,None
TC030943,24,32,26,31,24,29,None
TC016103,5,6,1,6,0,5,None
TC031163,0,0,0,0,0,0,None
TC006985,296,137,207,90,158,185,None
TC031808,47,58,44,68,57,51,None
TC031809,794,876,776,1063,856,982,None
TC006986,92,121,102,155,104,133,None
TC006983,1273,1342,1285,1205,1018,1195,None
TC031810,3,1,5,1,2,0,None
TC031164,87,69,88,106,104,96,None
TC034974,13325,14286,13607,15051,14301,15357,Protein transport protein Sec24C-like protein 
TC006987,645,821,763,784,618,696,"Beta-1,4-galactosyltransferase 1-like Protein "
TC031811,179,183,164,129,163,148,None
TC006988,0,0,0,0,0,0,None
TC006989,0,0,0,0,1,0,None
TC006990,3,5,0,3,5,3,None
TC006991,7376,7137,7189,8409,7663,7851,None
TC006980,2669,2636,2980,2873,2489,2635,None
TC006992,599,604,579,675,547,663,E3 ubiquitin-protein ligase RNF25-like Protein 
TC006979,264,260,222,242,190,234,None
TC006978,1934,2041,2429,3142,3188,2871,Brevican core protein-like Protein 
TC006993,1365,1452,1412,1557,1493,1540,None
TC006977,54,49,46,51,53,61,None
TC031812,2299,2356,2678,2930,2824,2635,Transmembrane protein 258 homolog-like Protein 
TC006994,4225,4309,4388,4526,4366,4488,USP6 N-terminal-like protein 
TC006976,20,18,30,14,18,22,None
TC006975,0,0,0,1,0,1,None
TC004181,0,0,0,0,1,0,None
TC002249,0,1,0,0,0,0,None
TC034205,859,947,927,921,939,1061,None
TC031016,11,8,6,6,7,11,None
TC010292,0,0,1,0,0,0,None
TC010289,9,13,8,10,19,23,None
TC010288,8,9,10,9,14,7,None
TC031761,32,30,27,37,29,51,None
TC010284,6,8,2,2,6,6,None
TC031762,542,730,522,359,276,430,Mariner Mos1 transposase-like Protein 
TC010282,0,0,0,1,0,0,None
TC034976,3,1,0,1,2,1,None
TC031763,5623,7401,5344,3613,2577,4732,None
TC010294,0,0,0,0,0,1,None
TC010276,11,3,14,9,6,24,None
TC010275,7,4,5,6,2,2,None
TC010274,0,2,2,1,2,0,None
TC031764,49,53,41,48,52,58,None
TC010269,212,123,144,167,128,186,None
TC010295,6,0,8,2,3,3,Coiled-coil domain-containing protein 113-like Protein 
TC010296,20,24,17,12,15,14,None
TC010297,5,0,1,1,1,5,None
TC010298,2,1,0,0,4,0,None
TC001484,20,20,14,32,22,17,None
TC031259,6,5,7,9,4,12,None
TC010234,9870,10849,11305,6057,7408,6273,None
TC031890,3687,3824,3627,4504,4269,4884,None
TC001405,11,3,11,9,19,20,Transposon Tf2-9 polyprotein-like Protein 
TC001404,1,2,0,0,3,2,None
TC031665,22,16,7,13,16,29,None
TC016324,0,0,0,0,0,0,None
TC005248,0,0,1,0,0,0,None
TC001849,5,2,3,0,1,6,None
TC001848,1,0,0,0,1,1,None
TC012911,1,0,0,0,0,0,None
TC011595,28,37,21,8,8,16,None
TC011577,8,8,11,3,6,3,None
TC016146,1,0,0,0,0,0,None
TC031848,42,45,35,29,23,24,None
TC031704,23,21,29,33,25,41,None
TC002334,11,18,15,128,23,29,None
TC030973,49,55,55,49,64,74,RNA-directed DNA polymerase from mobile element jockey-like Protein 
TC031318,1,2,0,0,1,3,None
TC005191,3201,3268,3023,3992,3536,3834,None
TC005190,11999,11299,11973,10359,8954,6395,Carboxylic ester hydrolase 
TC005189,1,2,0,1,1,1,None
TC031888,38,58,43,73,67,118,None
TC016335,25,24,18,24,14,32,None
TC030420,1,3,1,0,9,3,Odorant receptor 304 
TC031829,39,44,35,29,30,43,None
TC034977,0,0,1,0,0,0,None
TC034494,0,0,0,0,0,0,Histone H4 
TC016141,0,8,8,6,4,2,None
TC016140,9,26,18,12,12,14,None
TC016139,6,9,7,2,3,7,None
TC031782,287,295,295,265,219,225,Neuroglian-like Protein 
TC030938,0,1,0,1,0,0,None
TC031255,0,1,0,0,0,1,Putative RNA-directed DNA polymerase from transposon X-element-like Protein 
TC032984,0,0,0,1,0,1,None
TC034978,0,0,0,0,0,0,Putative RNA-directed DNA polymerase from transposon X-element-like protein 
TC005022,8,8,9,10,7,6,None
TC005287,0,0,0,0,0,0,None
TC030955,1,1,0,0,1,0,None
TC031730,540,635,577,442,527,466,None
TC031731,88,95,85,92,80,73,None
TC001492,0,0,0,0,0,0,None
TC001491,3758,4528,4001,3243,3563,3205,None
TC031732,129,149,130,136,107,146,None
TC032712,7,4,3,1,3,5,None
TC016104,5202,5430,5377,5362,4564,4502,None
TC033907,25,25,26,26,32,32,None
TC005113,2,0,0,0,0,0,None
TC005112,1,0,1,3,1,1,RNA-directed DNA polymerase from mobile element jockey-like Protein 
TC031628,24,20,13,9,23,19,None
TC001487,0,0,0,0,0,0,None
TC012934,33,27,28,30,33,39,RNA-directed DNA polymerase from mobile element jockey-like Protein 
TC031710,1478,1331,1463,1234,1336,1899,None
TC010321,8717,8849,9531,10034,10147,9839,None
TC010320,12,15,10,12,13,10,Protein MAATS1-like Protein 
TC010319,195,206,209,265,159,228,None
TC001953,2,5,3,2,5,5,None
TC030956,0,0,0,0,1,0,None
TC030932,0,0,0,0,0,0,None
TC015884,0,0,0,0,0,0,Histone-lysine N-methyltransferase SETMAR-like Protein 
TC034211,119,119,157,130,231,163,Putative 115 kDa protein in type-1 retrotransposable element R1DM-like Protein 
